id,code,reconcile,type,parent_id:id,user_type:id,name,chart_template_id:id
chart_111001049,111.001.049,FALSE,liquidity,chart_111001000,account.data_account_type_cash,Kas Cengkareng,l10n_id_sicepat.chart_sicepat
chart_111001050,111.001.050,FALSE,liquidity,chart_111001000,account.data_account_type_cash,Kas Kupang,l10n_id_sicepat.chart_sicepat
chart_111001051,111.001.051,FALSE,liquidity,chart_111001000,account.data_account_type_cash,Kas Sangiang,l10n_id_sicepat.chart_sicepat
chart_111002000,111.002.000,FALSE,view,chart_111000000,account.data_account_type_bank,Bank,l10n_id_sicepat.chart_sicepat
chart_111002001,111.002.001,FALSE,liquidity,chart_111002000,account.data_account_type_bank,BCA 497.060.9429,l10n_id_sicepat.chart_sicepat
chart_111002002,111.002.002,FALSE,liquidity,chart_111002000,account.data_account_type_bank,BCA 270.302.7211,l10n_id_sicepat.chart_sicepat
chart_111002003,111.002.003,FALSE,liquidity,chart_111002000,account.data_account_type_bank,BCA 270.302.9311,l10n_id_sicepat.chart_sicepat
chart_111002004,111.002.004,FALSE,liquidity,chart_111002000,account.data_account_type_bank,BCA 270.088.9966,l10n_id_sicepat.chart_sicepat
chart_111002005,111.002.005,FALSE,liquidity,chart_111002000,account.data_account_type_bank,Mandiri 164.000.104.5675,l10n_id_sicepat.chart_sicepat
chart_111002006,111.002.006,FALSE,liquidity,chart_111002000,account.data_account_type_bank,CIMB Niaga 463.010.043.1005,l10n_id_sicepat.chart_sicepat
chart_111002007,111.002.007,FALSE,liquidity,chart_111002000,account.data_account_type_bank,CIMB Niaga 703.13.486.3200,l10n_id_sicepat.chart_sicepat
chart_111002008,111.002.008,FALSE,liquidity,chart_111002000,account.data_account_type_bank,BCA 270.061.8989,l10n_id_sicepat.chart_sicepat
chart_111002009,111.002.009,FALSE,liquidity,chart_111002000,account.data_account_type_bank,Mandiri 121.000.655.7171,l10n_id_sicepat.chart_sicepat
chart_111002010,111.002.010,FALSE,liquidity,chart_111002000,account.data_account_type_bank,BRI 0338-01-000906-30-4,l10n_id_sicepat.chart_sicepat
chart_111003000,111.003.000,FALSE,view,chart_111000000,l10n_id_sicepat.user_type_cash_bank,Dana Transit,l10n_id_sicepat.chart_sicepat
chart_111003001,111.003.001,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Pusat,l10n_id_sicepat.chart_sicepat
chart_111003002,111.003.002,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Lautze ,l10n_id_sicepat.chart_sicepat
chart_111003003,111.003.003,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Bandung (BDO),l10n_id_sicepat.chart_sicepat
chart_111003004,111.003.004,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Bekasi (BKI),l10n_id_sicepat.chart_sicepat
chart_111003005,111.003.005,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Bogor (BOO),l10n_id_sicepat.chart_sicepat
chart_111003006,111.003.006,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Purwokerto (PWT),l10n_id_sicepat.chart_sicepat
chart_111003007,111.003.007,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Semarang (SRG),l10n_id_sicepat.chart_sicepat
chart_111003008,111.003.008,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Banjarmasin (BDJ),l10n_id_sicepat.chart_sicepat
chart_111003009,111.003.009,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Bengkulu (BKS),l10n_id_sicepat.chart_sicepat
chart_111003010,111.003.010,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Balikpapan (BPN),l10n_id_sicepat.chart_sicepat
chart_111003011,111.003.011,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Jambi (DJB),l10n_id_sicepat.chart_sicepat
chart_111003012,111.003.012,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Denpasar (DPS),l10n_id_sicepat.chart_sicepat
chart_111003013,111.003.013,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Pekanbaru (PKU),l10n_id_sicepat.chart_sicepat
chart_111003014,111.003.014,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Palembang (PLM),l10n_id_sicepat.chart_sicepat
chart_111003015,111.003.015,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Surabaya (SUB),l10n_id_sicepat.chart_sicepat
chart_111003016,111.003.016,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Samarinda (SRI),l10n_id_sicepat.chart_sicepat
chart_111003017,111.003.017,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Ujung Pandang (UPG),l10n_id_sicepat.chart_sicepat
chart_111003018,111.003.018,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Medan (MES),l10n_id_sicepat.chart_sicepat
chart_111003019,111.003.019,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Malang (MLG),l10n_id_sicepat.chart_sicepat
chart_111003020,111.003.020,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Lampung (TKG),l10n_id_sicepat.chart_sicepat
chart_111003021,111.003.021,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Depok (DPK),l10n_id_sicepat.chart_sicepat
chart_111003022,111.003.022,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Sukabumi (SMI),l10n_id_sicepat.chart_sicepat
chart_111003023,111.003.023,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Tanjung Pinang (TNJ),l10n_id_sicepat.chart_sicepat
chart_111003024,111.003.024,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Jogja (JOG),l10n_id_sicepat.chart_sicepat
chart_111003025,111.003.025,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Serang (CLG),l10n_id_sicepat.chart_sicepat
chart_111003026,111.003.026,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Gading Serpong (GS),l10n_id_sicepat.chart_sicepat
chart_111003027,111.003.027,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Manado (MDC),l10n_id_sicepat.chart_sicepat
chart_111003028,111.003.028,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Solo,l10n_id_sicepat.chart_sicepat
chart_111003029,111.003.029,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Garut (GRT),l10n_id_sicepat.chart_sicepat
chart_111003030,111.003.030,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Jakarta Barat,l10n_id_sicepat.chart_sicepat
chart_111003031,111.003.031,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Pemalang (PML),l10n_id_sicepat.chart_sicepat
chart_111003032,111.003.032,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Palu (PLW),l10n_id_sicepat.chart_sicepat
chart_111003033,111.003.033,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Palangkaraya,l10n_id_sicepat.chart_sicepat
chart_111003034,111.003.034,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Tasikmalaya,l10n_id_sicepat.chart_sicepat
chart_111003035,111.003.035,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Jakarta Timur,l10n_id_sicepat.chart_sicepat
chart_111003036,111.003.036,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Ternate,l10n_id_sicepat.chart_sicepat
chart_111003037,111.003.037,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Purwakarta,l10n_id_sicepat.chart_sicepat
chart_111003038,111.003.038,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Cikarang (CKR),l10n_id_sicepat.chart_sicepat
chart_111003039,111.003.039,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Ciamis,l10n_id_sicepat.chart_sicepat
chart_111003040,111.003.040,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit kas Jakarta Selatan (JAKSEL),l10n_id_sicepat.chart_sicepat
chart_111003041,111.003.041,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Kediri (KDR),l10n_id_sicepat.chart_sicepat
chart_111003042,111.003.042,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Banyuwangi (BWI),l10n_id_sicepat.chart_sicepat
chart_111003043,111.003.043,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Jember (JBR),l10n_id_sicepat.chart_sicepat
chart_111003044,111.003.044,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Sumedang (SMD),l10n_id_sicepat.chart_sicepat
chart_111003045,111.003.045,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Bank,l10n_id_sicepat.chart_sicepat
chart_111003046,111.003.046,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Batam (BTH),l10n_id_sicepat.chart_sicepat
chart_111003047,111.003.047,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Blora,l10n_id_sicepat.chart_sicepat
chart_111003048,111.003.048,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Bandung Timur,l10n_id_sicepat.chart_sicepat
chart_111003049,111.003.049,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Ambon,l10n_id_sicepat.chart_sicepat
chart_111003050,111.003.050,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Cengkareng,l10n_id_sicepat.chart_sicepat
chart_111003051,111.003.051,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Kupang,l10n_id_sicepat.chart_sicepat
chart_111003052,111.003.052,FALSE,other,chart_111003000,l10n_id_sicepat.user_type_cash_bank,Dana Transit Kas Sangiang,l10n_id_sicepat.chart_sicepat
chart_112000000,112.000.000,FALSE,view,chart_110000000,l10n_id_sicepat.user_type_account_receivable,Piutang,l10n_id_sicepat.chart_sicepat
chart_112001000,112.001.000,TRUE,receivable,chart_112000000,l10n_id_sicepat.user_type_account_receivable,Piutang Usaha,l10n_id_sicepat.chart_sicepat
chart_112002000,112.002.000,TRUE,receivable,chart_112000000,l10n_id_sicepat.user_type_account_receivable,Piutang Karyawan,l10n_id_sicepat.chart_sicepat
chart_112003000,112.003.000,FALSE,other,chart_112000000,l10n_id_sicepat.user_type_account_receivable,Piutang Pemegang Saham,l10n_id_sicepat.chart_sicepat
chart_112004000,112.004.000,FALSE,other,chart_112000000,l10n_id_sicepat.user_type_account_receivable,Piutang Pihak Berelasi,l10n_id_sicepat.chart_sicepat
chart_112005000,112.005.000,FALSE,other,chart_112000000,l10n_id_sicepat.user_type_account_receivable,Piutang Lain-lain,l10n_id_sicepat.chart_sicepat
chart_113000000,113.000.000,FALSE,view,chart_110000000,l10n_id_sicepat.user_type_account_receivable,Uang Muka,l10n_id_sicepat.chart_sicepat
chart_113001000,113.001.000,FALSE,other,chart_113000000,l10n_id_sicepat.user_type_account_receivable,Uang Muka Pembelian Barang/Jasa,l10n_id_sicepat.chart_sicepat
chart_113002000,113.002.000,FALSE,other,chart_113000000,l10n_id_sicepat.user_type_account_receivable,Uang Muka Operasional Karyawan,l10n_id_sicepat.chart_sicepat
chart_114000000,114.000.000,FALSE,view,chart_110000000,l10n_id_sicepat.user_type_inventory,Persediaan,l10n_id_sicepat.chart_sicepat
chart_114001000,114.001.000,FALSE,other,chart_114000000,l10n_id_sicepat.user_type_inventory,Persediaan Lakban,l10n_id_sicepat.chart_sicepat
chart_114002000,114.002.000,FALSE,other,chart_114000000,l10n_id_sicepat.user_type_inventory,Persediaan Plastik,l10n_id_sicepat.chart_sicepat
chart_115000000,115.000.000,FALSE,view,chart_110000000,l10n_id_sicepat.user_type_other_current_asset,Pajak Dibayar Dimuka,l10n_id_sicepat.chart_sicepat
chart_115001000,115.001.000,FALSE,other,chart_115000000,l10n_id_sicepat.user_type_other_current_asset,PPh Pasal 4(2) Dibayar Dimuka,l10n_id_sicepat.chart_sicepat
chart_115002000,115.002.000,FALSE,other,chart_115000000,l10n_id_sicepat.user_type_other_current_asset,PPh Pasal 21 Dibayar Dimuka,l10n_id_sicepat.chart_sicepat
chart_115003000,115.003.000,FALSE,other,chart_115000000,l10n_id_sicepat.user_type_other_current_asset,PPh Pasal 22 Dibayar Dimuka,l10n_id_sicepat.chart_sicepat
chart_115004000,115.004.000,FALSE,other,chart_115000000,l10n_id_sicepat.user_type_other_current_asset,PPh Pasal 23 Dibayar Dimuka,l10n_id_sicepat.chart_sicepat
chart_115005000,115.005.000,FALSE,other,chart_115000000,l10n_id_sicepat.user_type_other_current_asset,PPh Pasal 24 Dibayar Dimuka,l10n_id_sicepat.chart_sicepat
chart_115006000,115.006.000,FALSE,other,chart_115000000,l10n_id_sicepat.user_type_other_current_asset,PPh Pasal 25 Dibayar Dimuka,l10n_id_sicepat.chart_sicepat
chart_115007000,115.007.000,FALSE,other,chart_115000000,l10n_id_sicepat.user_type_other_current_asset,PPN Masukan,l10n_id_sicepat.chart_sicepat
chart_116000000,116.000.000,FALSE,view,chart_110000000,l10n_id_sicepat.user_type_other_current_asset,Biaya Dibayar Dimuka,l10n_id_sicepat.chart_sicepat
chart_116001000,116.001.000,FALSE,view,chart_116000000,l10n_id_sicepat.user_type_other_current_asset,Asuransi Dibayar Dimuka,l10n_id_sicepat.chart_sicepat
chart_116001001,116.001.001,FALSE,other,chart_116001000,l10n_id_sicepat.user_type_other_current_asset,Asuransi Kendaraan Dibayar Dimuka,l10n_id_sicepat.chart_sicepat
chart_116002000,116.002.000,FALSE,view,chart_116000000,l10n_id_sicepat.user_type_other_current_asset,Sewa Dibayar Dimuka,l10n_id_sicepat.chart_sicepat
chart_116002001,116.002.001,FALSE,other,chart_116002000,l10n_id_sicepat.user_type_other_current_asset,Sewa Ruko / Rumah Dibayar Dimuka,l10n_id_sicepat.chart_sicepat
chart_117000000,117.000.000,FALSE,view,chart_110000000,l10n_id_sicepat.user_type_other_current_asset,Akun Temporer,l10n_id_sicepat.chart_sicepat
chart_117001000,117.001.000,FALSE,other,chart_117000000,l10n_id_sicepat.user_type_other_current_asset,Transaksi Temporer,l10n_id_sicepat.chart_sicepat
chart_120000000,120.000.000,FALSE,view,chart_100000000,l10n_id_sicepat.user_type_fixed_asset,Aset Tetap,l10n_id_sicepat.chart_sicepat
chart_120001000,120.001.000,FALSE,other,chart_120000000,l10n_id_sicepat.user_type_fixed_asset,Peralatan Kantor,l10n_id_sicepat.chart_sicepat
chart_120002000,120.002.000,FALSE,other,chart_120000000,l10n_id_sicepat.user_type_fixed_asset,Kendaraan,l10n_id_sicepat.chart_sicepat
chart_121000000,121.000.000,FALSE,view,chart_120000000,l10n_id_sicepat.user_type_accumulated_depreciation,Akumulasi Penyusutan Aset Tetap,l10n_id_sicepat.chart_sicepat
chart_121001000,121.001.000,FALSE,other,chart_121000000,l10n_id_sicepat.user_type_accumulated_depreciation,Akum. Peny. Peralatan Kantor,l10n_id_sicepat.chart_sicepat
chart_121002000,121.002.000,FALSE,other,chart_121000000,l10n_id_sicepat.user_type_accumulated_depreciation,Akum. Peny. Kendaraan,l10n_id_sicepat.chart_sicepat
chart_200000000,200.000.000,FALSE,view,chart_sicepat_root,l10n_id_sicepat.user_type_current_liability,Hutang,l10n_id_sicepat.chart_sicepat
chart_200001000,200.001.000,FALSE,view,chart_200000000,l10n_id_sicepat.user_type_account_payable,Hutang Jangka Pendek,l10n_id_sicepat.chart_sicepat
chart_200001001,200.001.001,TRUE,payable,chart_200001000,l10n_id_sicepat.user_type_account_payable,Hutang Supplier,l10n_id_sicepat.chart_sicepat
chart_200001002,200.001.002,FALSE,other,chart_200001000,l10n_id_sicepat.user_type_account_payable,Hutang Leasing Jangka Pendek,l10n_id_sicepat.chart_sicepat
chart_200002000,200.002.000,FALSE,view,chart_200000000,l10n_id_sicepat.user_type_account_payable,Hutang Jangka Panjang,l10n_id_sicepat.chart_sicepat
chart_200002001,200.002.001,FALSE,other,chart_200002000,l10n_id_sicepat.user_type_account_payable,Hutang Leasing Jangka Panjang,l10n_id_sicepat.chart_sicepat
chart_200003000,200.003.000,FALSE,view,chart_200000000,l10n_id_sicepat.user_type_other_current_liability,Hutang Lain-Lain,l10n_id_sicepat.chart_sicepat
chart_200003001,200.003.001,FALSE,other,chart_200003000,l10n_id_sicepat.user_type_other_current_liability,Pendapatan Jasa Diterima Dimuka,l10n_id_sicepat.chart_sicepat
chart_200003002,200.003.002,FALSE,other,chart_200003000,l10n_id_sicepat.user_type_other_current_liability,Hutang Pihak Berelasi,l10n_id_sicepat.chart_sicepat
chart_200004000,200.004.000,FALSE,view,chart_200000000,l10n_id_sicepat.user_type_other_current_liability,Hutang Pajak,l10n_id_sicepat.chart_sicepat
chart_200004001,200.004.001,FALSE,other,chart_200004000,l10n_id_sicepat.user_type_other_current_liability,PPh Pasal 4(2) YMH Dibayar,l10n_id_sicepat.chart_sicepat
chart_200004002,200.004.002,FALSE,other,chart_200004000,l10n_id_sicepat.user_type_other_current_liability,PPh Pasal 21 YMH Dibayar,l10n_id_sicepat.chart_sicepat
chart_200004003,200.004.003,FALSE,other,chart_200004000,l10n_id_sicepat.user_type_other_current_liability,PPh Pasal 23 YMH Dibayar,l10n_id_sicepat.chart_sicepat
chart_200004004,200.004.004,FALSE,other,chart_200004000,l10n_id_sicepat.user_type_other_current_liability,PPh Pasal 25 YMH Dibayar,l10n_id_sicepat.chart_sicepat
chart_200004005,200.004.005,FALSE,other,chart_200004000,l10n_id_sicepat.user_type_other_current_liability,PPh Pasal 29 YMH Dibayar,l10n_id_sicepat.chart_sicepat
chart_200004006,200.004.006,FALSE,other,chart_200004000,l10n_id_sicepat.user_type_other_current_liability,PPN Keluaran,l10n_id_sicepat.chart_sicepat
chart_200005000,200.005.000,FALSE,view,chart_200000000,l10n_id_sicepat.user_type_other_current_liability,Biaya Yang Masih Harus Dibayar,l10n_id_sicepat.chart_sicepat
chart_200005001,200.005.001,FALSE,other,chart_200005000,l10n_id_sicepat.user_type_other_current_liability,Biaya Gaji YMH Dibayar,l10n_id_sicepat.chart_sicepat
chart_200005002,200.005.002,FALSE,other,chart_200005000,l10n_id_sicepat.user_type_other_current_liability,Biaya Handling YMH Dibayar,l10n_id_sicepat.chart_sicepat
chart_200005003,200.005.003,FALSE,other,chart_200005000,l10n_id_sicepat.user_type_other_current_liability,Biaya Komisi YMH Dibayar,l10n_id_sicepat.chart_sicepat
chart_300000000,300.000.000,FALSE,view,chart_sicepat_root,l10n_id_sicepat.user_type_equity,Modal,l10n_id_sicepat.chart_sicepat
chart_300001000,300.001.000,FALSE,other,chart_300000000,l10n_id_sicepat.user_type_equity,Modal Disetor,l10n_id_sicepat.chart_sicepat
chart_300002000,300.002.000,FALSE,view,chart_300000000,l10n_id_sicepat.user_type_equity,Prive,l10n_id_sicepat.chart_sicepat
